area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
include/gpu,include/gpu/graphite/Context.h,Context,contextID,147,no,missing,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release|GrDirectContextID_delete,real_gap,P2,Phase 9 GPU,tracked,ContextID contextID() const { return fContextID; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/ContextOptions.h,ContextOptions,ContextOptions,13,no,missing,,real_gap,P2,Phase 9 GPU,tracked,ContextOptions() {},Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/ImageProvider.h,ImageProvider,findOrCreate,12,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"virtual sk_sp<SkImage> findOrCreate(Recorder* recorder, const SkImage* image, SkImage::RequiredProperties) = 0;",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,RecorderOptions,54,no,missing,,real_gap,P2,Phase 9 GPU,tracked,RecorderOptions();,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,RecorderOptions,54,no,missing,,real_gap,P2,Phase 9 GPU,tracked,RecorderOptions(const RecorderOptions&);,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,~RecorderOptions,54,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~RecorderOptions();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,~Recorder,66,no,false_positive,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,false_positive,P0,Phase 10,coverage_polish,~Recorder();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,snap,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,std::unique_ptr<Recording> snap();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,clientImageProvider,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,ImageProvider* clientImageProvider() { return fClientImageProvider.get(); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,clientImageProvider,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,const ImageProvider* clientImageProvider() const { return fClientImageProvider.get(); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,createBackendTexture,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,"BackendTexture createBackendTexture(SkISize dimensions, const TextureInfo&);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,updateBackendTexture,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,"bool updateBackendTexture(const BackendTexture&, const SkPixmap srcData[], int numLevels);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,deleteBackendTexture,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,void deleteBackendTexture(const BackendTexture&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,addFinishInfo,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,void addFinishInfo(const InsertFinishInfo&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,makeDeferredCanvas,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,"SkCanvas* makeDeferredCanvas(const SkImageInfo&, const TextureInfo&);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,freeGpuResources,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,void freeGpuResources();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,performDeferredCleanup,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,void performDeferredCleanup(std::chrono::milliseconds msNotUsed);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,currentBudgetedBytes,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,size_t currentBudgetedBytes() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,dumpMemoryStatistics,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,real_gap,P2,Phase 9 GPU,tracked,void dumpMemoryStatistics(SkTraceMemoryDump* traceMemoryDump) const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,priv,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,na,P0,Phase 9 GPU,tracked,RecorderPriv priv();,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/graphite/Recorder.h,Recorder,priv,66,no,missing,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,na,P0,Phase 9 GPU,tracked,const RecorderPriv priv() const;,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/graphite/Recording.h,Recording,~Recording,25,no,false_positive,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent|Reskia_GraphiteContext_InsertRecordingAndSubmit,false_positive,P0,Phase 10,coverage_polish,~Recording();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recording.h,Recording,priv,25,no,missing,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent|Reskia_GraphiteContext_InsertRecordingAndSubmit,na,P0,Phase 9 GPU,tracked,RecordingPriv priv();,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,TextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,TextureInfo() {},"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,TextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"TextureInfo(const DawnTextureInfo& dawnInfo) : fBackend(BackendApi::kDawn) , fValid(true) , fSampleCount(dawnInfo.fSampleCount) , fMipmapped(dawnInfo.fMipmapped) , fProtected(Protected::kNo) , fDawnSpec(dawnInfo) {}","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,TextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"TextureInfo(const MtlTextureInfo& mtlInfo) : fBackend(BackendApi::kMetal) , fValid(true) , fSampleCount(mtlInfo.fSampleCount) , fMipmapped(mtlInfo.fMipmapped) , fProtected(Protected::kNo) , fMtlSpec(mtlInfo) {}","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,TextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"TextureInfo(const VulkanTextureInfo& vkInfo) : fBackend(BackendApi::kVulkan) , fValid(true) , fSampleCount(vkInfo.fSampleCount) , fMipmapped(vkInfo.fMipmapped) , fProtected(Protected::kNo) , fVkSpec(vkInfo) { if (vkInfo.fFlags & VK_IMAGE_CR","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,~TextureInfo,20,no,false_positive,,false_positive,P0,Phase 10,coverage_polish,~TextureInfo() {},"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,TextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,TextureInfo(const TextureInfo&) = default;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,operator==,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool operator==(const TextureInfo&) const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,operator!=,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool operator!=(const TextureInfo& that) const { return !(*this == that); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,isValid,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool isValid() const { return fValid; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,backend,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,BackendApi backend() const { return fBackend; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,numSamples,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,uint32_t numSamples() const { return fSampleCount; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,mipmapped,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,Mipmapped mipmapped() const { return fMipmapped; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,isProtected,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,Protected isProtected() const { return fProtected; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,getDawnTextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool getDawnTextureInfo(DawnTextureInfo* info) const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,getMtlTextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"bool getMtlTextureInfo(MtlTextureInfo* info) const { if (!this->isValid() || fBackend != BackendApi::kMetal) { return false; } *info = MtlTextureSpecToTextureInfo(fMtlSpec, fSampleCount, fMipmapped); return true; }","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,getVulkanTextureInfo,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,"bool getVulkanTextureInfo(VulkanTextureInfo* info) const { if (!this->isValid() || fBackend != BackendApi::kVulkan) { return false; } *info = VulkanTextureSpecToTextureInfo(fVkSpec, fSampleCount, fMipmapped); return true; }","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,isCompatible,20,no,missing,,real_gap,P2,Phase 9 GPU,tracked,bool isCompatible(const TextureInfo& that) const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
